t_idx,v,w
188,0.532156,-0.0221731
189,0.490864,-0.0595428
190,0.497156,-0.0563934
191,0.493018,-0.0583292
192,0.502831,-0.0455999
193,0.492228,-0.099052
194,0.524747,-0.104269
195,0.468931,-0.129781
196,0.502142,-0.0541498
197,0.460889,-0.11913
198,0.464889,-0.122436
199,0.476357,-0.128699
200,0.467944,-0.113888
201,0.48137,-0.129922
202,0.485592,-0.10321
203,0.487507,-0.107418
204,0.49034,-0.100077
205,0.486684,-0.174653
206,0.523354,-0.122402
207,0.495061,-0.120315
208,0.487799,-0.165052
209,0.493378,-0.17045
210,0.4927,-0.15754
211,0.481094,-0.176756
212,0.490992,-0.18634
213,0.490032,-0.189665
214,0.485619,-0.203437
215,0.4873,-0.182155
216,0.495061,-0.176765
217,0.491103,-0.172562
218,0.477593,-0.174678
219,0.486048,-0.185286
220,0.493172,-0.184246
221,0.491284,-0.12992
222,0.510944,-0.210937
223,0.490658,-0.112831
224,0.495405,-0.140558
225,0.486553,-0.140416
226,0.476622,-0.147905
227,0.498572,-0.151211
228,0.495129,-0.14685
229,0.483714,-0.194902
230,0.493962,-0.2024
231,0.525058,-0.205522
232,0.474554,-0.177964
233,0.469721,-0.175717
234,0.461296,-0.191567
235,0.484425,-0.215129
236,0.449494,-0.181975
237,0.494569,-0.254603
238,0.48475,-0.243996
239,0.480426,-0.227926
240,0.522075,-0.313118
241,0.473859,-0.301632
242,0.487035,-0.311219
243,0.454411,-0.249213
244,0.463725,-0.270508
245,0.461296,-0.271551
246,0.458057,-0.254624
247,0.457293,-0.300381
248,0.440232,-0.275976
249,0.46107,-0.34965
250,0.409231,-0.287652
251,0.439999,-0.330261
252,0.418984,-0.382517
253,0.378207,-0.366629
254,0.32709,-0.363483
255,0.358133,-0.365576
256,0.428249,-0.415689
257,0.357685,-0.383676
258,0.428836,-0.461401
259,0.325225,-0.402734
260,0.278537,-0.326048
261,0.469944,-0.474317
262,0.453382,-0.478485
263,0.252798,-0.388946
264,0.317872,-0.460512
265,0.305873,-0.456174
266,0.223978,-0.466779
267,0.1705,-0.445493
268,0.20674,-0.43484
269,0.123256,-0.0915353
270,0.138608,-0.103242
271,0.143191,-0.175905
272,0.145122,-0.16945
273,0.13725,-0.357049
274,0.107109,-0.215256
275,0.111649,-0.168243
276,0.107863,-0.251501
277,0.0858415,-0.227973
278,0.0863561,-0.351797
279,0.0876184,-0.252607
280,0.0985683,0.0554564
281,0.0890185,0.121624
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0.0771108,0.601221
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0.0743572,-0.198341
305,0.108138,-0.386037
306,0.12311,-0.669098
307,0.131837,-0.73633
308,0.0488426,-0.2329
309,0.0321155,-0.383723
310,0.0287494,-0.247356
311,0.0142681,-0.167455
312,0.0451839,-0.155778
313,0.0448804,-0.126994
314,0.0739823,-0.40076
315,0.077997,-0.157352
316,0.123162,-0.672201
317,0.11913,-0.670144
318,0.116995,-0.642326
319,0.0855915,-0.523948
320,0.0968128,-0.544201
321,0.136677,-0.742518
322,0.120154,-0.664592
323,0.102055,-0.554714
324,0.100484,-0.534453
325,0,0
326,0.0453301,-0.538902
327,0.0276492,-0.226366
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0.241545,-0.51323
344,0.236935,-0.510093
345,0.239184,-0.467475
346,0.235158,-0.415237
347,0.234112,-0.417432
348,0.227965,-0.418435
349,0.233047,-0.348053
350,0.230463,-0.335294
351,0.236532,-0.273452
352,0.266296,-0.268293
353,0.274247,-0.232036
354,0.286866,-0.230988
355,0.28127,-0.248096
356,0.281312,-0.204229
357,0.293878,-0.189328
358,0.354913,-0.157491
359,0.412886,-0.167121
360,0.405309,-0.151243
361,0.423036,-0.156471
362,0.420384,-0.177748
363,0.416692,-0.162898
364,0.459112,-0.0669051
365,0.477232,-0.087381
366,0.47737,-0.103256
367,0.475705,-0.10221
368,0.465791,-0.0830199
369,0.514043,-0.0190565
370,0.490218,-0.0702569
371,0.486091,-0.0702675
372,0.479009,-0.131086
373,0.498874,-0.110814
374,0.490494,-0.117273
375,0.481439,-0.134225
376,0.497012,-0.0596431
377,0.479327,-0.127748
378,0.474914,-0.161961
379,0.512338,-0.0830106
380,0.478065,-0.0894823
381,0.482855,-0.14903
382,0.485619,-0.15131
383,0.483301,-0.144856
384,0.480357,-0.15131
385,0.459971,-0.212121
386,0.468184,-0.165101
387,0.490228,0.00112212
388,0.517844,-0.0211884
389,0.403098,-0.24403
390,0.404986,-0.190583
391,0.345562,-0.339892
392,0.0740127,-0.325059
393,0.0837566,-0.305876
394,0.0879791,-0.333438
395,0,0
396,0.0801237,0.365846
397,0.0927001,0.420177
398,0.105273,0.475725
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0.321352,0.427605
415,0.315192,0.443484
416,0.303589,0.442449
417,0,0
418,0.309607,0.423209
419,0.351543,0.0297361
420,0.295753,0.407094
421,0.295753,0.407094
